Voucher Type,ID,state_name,Zone,Branch_name,Route,PartyName,CategoryName,PaymentType,CreatedDate,VoucherDate,VoucherNo,Bill Type,Salesman,Taxable,CGST,SGST,IGST,VoucherAMT,Discount,Realisable amount,RecieveAMT,Differance,RMODE,GroupName,ItemCOde,TaxPerc,qty,Freeqty ,TotalAmt,FreeAmount,Rate,DiscAmount,Helper 1,KL MT OUTLETS,TN MT OUTLETS,Category,NEW SKU,Division,Customer name,District for milk,District for Dashboard,ZONE FOR MT ,GROUPING FOR ITEM,Column1
Sales,7419870,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,111 ABHIN STORE,NORMAL,CASH PAYMENT,28-01-2025,01-08-2025,NSKM24197/25,B2C,DHANOOP S S,140.5,3.51,3.51,0,148,0,148,148,0,Cash,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,111 ABHIN STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419869,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,111 MANOHARAN STORE,NORMAL,CASH PAYMENT,27-01-2025,01-08-2025,NSKM24196/25,B2C,DHANOOP S S,140.5,3.51,3.51,0,148,0,148,148,0,Cash,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,111 MANOHARAN STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419868,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,111 SL STORE,NORMAL,CASH PAYMENT,27-01-2025,01-08-2025,NSKM24195/25,B2C,DHANOOP S S,140.5,3.51,3.51,0,148,0,148,148,0,Cash,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,111 SL STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7429523,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,BALARAMAPURAM,111AMMA TEA STALL,MILK KL,CASH PAYMENT,14-07-2023,01-08-2025,NSBM32980/25,B2C,MANU  M,228.6,5.72,5.72,0,240,0,240,240,0,Cash,4FG AGRO,HCC 10,5,6,0,228.6,0,38.1,0,111AMMA TEA STALL4FG AGRO,,,,NO,Not in Master,,,,,,
Sales,7427430,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,PARASSALA,111AS VEGETABLES,NORMAL,2 DAY CREDIT,21-07-2025,01-08-2025,NSPS9541/25,B2C,BENZRAJ,207.64,0,0,10.38,218,0,218,218,0,Cash,001 FG CURD,PC140,5,10,0,76.2,0,7.62,0,111AS VEGETABLES001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7427430,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,PARASSALA,111AS VEGETABLES,NORMAL,2 DAY CREDIT,21-07-2025,01-08-2025,NSPS9541/25,B2C,BENZRAJ,207.64,0,0,10.38,218,0,218,218,0,Cash,001 FG CURD,TC 400,5,4,0,131.44,0,32.86,0,111AS VEGETABLES001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7427391,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,PARASSALA,111ASWATHY TEA STALL,NORMAL,2 DAY CREDIT,21-07-2025,01-08-2025,NSPS9502/25,B2C,BENZRAJ,333.6,0,0,0,334,0,334,278,56,Cash,000FG MILK,SM 900,0,6,0,333.6,0,55.6,0,111ASWATHY TEA STALL000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7428330,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KATTAKADA,111MURUGAN STORE,MILK KL,CASH PAYMENT,29-11-2023,01-08-2025,NSKD19517/25,B2C,BINEESH,201.46,5.03,5.03,0,212,0,212,212,0,Cash,001 FG CURD,PC140,5,8,0,60.96,0,7.62,0,111MURUGAN STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7428330,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KATTAKADA,111MURUGAN STORE,MILK KL,CASH PAYMENT,29-11-2023,01-08-2025,NSKD19517/25,B2C,BINEESH,201.46,5.03,5.03,0,212,0,212,212,0,Cash,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,111MURUGAN STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7421205,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,115GULF CATERING,MILK KL,CASH PAYMENT,22-01-2024,01-08-2025,NSKV5681/25,B2C,AMALDASJ,129,0,0,0,129,0,129,129,0,,000FG MILK,CM 475,0,5,0,129,0,25.8,0,115GULF CATERING000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419904,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,LEKKIDI-VYTHIRI,12 PALAM,MILK KL,CASH PAYMENT,07-10-2021,01-08-2025,WYSL16084/25,B2C,PAVANDASAM,28.1,0.7,0.7,0,30,0,30,30,0,Cash,001 FG CURD,PC475,5,1,0,28.1,0,28.1,0,12 PALAM001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7428253,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,NEYYATINKARA TOWN,123 JAI JAWAN TEA STALL,MILK KL,CASH PAYMENT,19-02-2023,01-08-2025,NSNT9318/25,B2C,BIJINGR,206.4,0,0,0,206,0,206,206,0,Cash,000FG MILK,CM 475,0,8,0,206.4,0,25.8,0,123 JAI JAWAN TEA STALL000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7427137,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,NEYYATINKARA TOWN,123 KRISHNA STORE,MILK KL,CASH PAYMENT,19-02-2023,01-08-2025,NSNT9283/25,B2C,BIJINGR,197.16,4.93,4.93,0,207,0,207,0,207,,001 FG CURD,TC 400,5,6,0,197.16,0,32.86,0,123 KRISHNA STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7428254,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,NEYYATINKARA TOWN,123 OMKAR S.MKT,MILK KL,CASH PAYMENT,19-02-2023,01-08-2025,NSNT9319/25,B2C,BIJINGR,258,0,0,0,258,0,258,258,0,Cash,000FG MILK,CM 475,0,10,0,258,0,25.8,0,123 OMKAR S.MKT000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7428255,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,NEYYATINKARA TOWN,123 VR AGENCY,MILK KL,CASH PAYMENT,19-02-2023,01-08-2025,NSNT9320/25,B2C,BIJINGR,258,0,0,0,258,0,258,258,0,Cash,000FG MILK,CM 475,0,10,0,258,0,25.8,0,123 VR AGENCY000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7421238,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,123NISHI STORES KOVALAM,MILK KL,CASH PAYMENT,12-03-2024,01-08-2025,NSKV5692/25,B2C,AMALDASJ,166.8,0,0,0,167,0,167,167,0,,000FG MILK,SM 900,0,3,0,166.8,0,55.6,0,123NISHI STORES KOVALAM000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7421276,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,123NISHI STORES KOVALAM,MILK KL,CASH PAYMENT,12-03-2024,01-08-2025,NSKV5712/25,B2C,AMALDASJ,84.3,2.11,2.11,0,89,0,89,89,0,Cash,001 FG CURD,PC475,5,3,0,84.3,0,28.1,0,123NISHI STORES KOVALAM001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7466154,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,KALPETTA,1980,RETAILER OR GROSSERY,CASH PAYMENT,26-02-2023,01-08-2025,WYSK21334/25,B2C,JANIF  C.P,206.4,0,0,0,206,0,206,206,0,,000FG MILK,CM 475,0,8,0,206.4,0,25.8,0,1980000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419365,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,S BATHERY,1980S,MILK KL,CASH PAYMENT,11-04-2022,01-08-2025,WYSSB5052/25,B2C,VINAYAKAS,516,0,0,0,516,0,516,0,516,,000FG MILK,CM 475,0,20,0,516,0,25.8,0,1980S000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420929,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,1AMEER ( NANNUS ),MILK KL,CASH PAYMENT,22-01-2024,01-08-2025,NSKV5669/25,B2C,AMALDASJ,129,0,0,0,129,0,129,129,0,,000FG MILK,CM 475,0,5,0,129,0,25.8,0,1AMEER ( NANNUS )000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420165,Tamil Nadu,TAMILNADU,ELANADU MILK POLLACHI,kinathukadavu,1SAKTHI STORE A,NORMAL,CASH PAYMENT,12-06-2025,01-08-2025,POLSK2717/25,B2C,MATHAN A,102,0,0,0,102,0,102,102,0,Cash,000FG MILK,FCM 120,0,12,1,102,8.5,8.5,0,1SAKTHI STORE A000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420771,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KOVALAM,1SALIM BAKERY,MILK KL,CASH PAYMENT,22-01-2024,01-08-2025,NSKV5664/25,B2C,AMALDASJ,140.5,3.51,3.51,0,148,0,148,0,148,,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,1SALIM BAKERY001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7466105,Kerala,TRIVANDRUM ZONE,ELANADU MILK KOZHANCHERY,ANICADU,1ST KADA,MILK KL,CASH PAYMENT,31-07-2024,01-08-2025,KZSAU7720/25,B2C,ARAVINDANMBU,25.8,0,0,0,26,0,26,17,9,Cash,000FG MILK,CM 475,0,1,0,25.8,0,25.8,0,1ST KADA000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419872,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,2 KK COOLBAR,NORMAL,CASH PAYMENT,28-03-2025,01-08-2025,NSKM24199/25,B2C,DHANOOP S S,228.6,5.72,5.72,0,240,0,240,240,0,Cash,001 FG CURD,PC140,5,30,0,228.6,0,7.62,0,2 KK COOLBAR001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419871,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,2 MAHAVISHNU HOTEL,NORMAL,CASH PAYMENT,28-03-2025,01-08-2025,NSKM24198/25,B2C,DHANOOP S S,168.6,4.22,4.22,0,177,0,177,177,0,Cash,001 FG CURD,PC475,5,6,0,168.6,0,28.1,0,2 MAHAVISHNU HOTEL001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419873,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,2 NEW STORE,NORMAL,CASH PAYMENT,28-03-2025,01-08-2025,NSKM24200/25,B2C,DHANOOP S S,228.6,5.72,5.72,0,240,0,240,0,240,,001 FG CURD,PC140,5,30,0,228.6,0,7.62,0,2 NEW STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7426284,Tamil Nadu,TAMILNADU,ELANADU MILK TRICHY,MATHUR,2 STATES RESTAURANT,MILK TN,CASH PAYMENT,12-07-2024,01-08-2025,TRMT16478/25,B2C,K . VINOTHKUMAR,304.7,7.62,7.62,0,320,0,320,320,0,Cash,001 FG CURD,TTIC 450,5,10,0,304.7,0,30.47,0,2 STATES RESTAURANT001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7422470,Tamil Nadu,TAMILNADU,ELANADU MILK DINDIGUL,RTC,2. COOLSHOP,MILK TN,CASH PAYMENT,03-12-2023,01-08-2025,DGLSR7118/25,B2C,KANNAN DGL,121.88,3.05,3.05,0,128,0,128,128,0,Cash,001 FG CURD,TTIC 450,5,4,0,121.88,0,30.47,0,2. COOLSHOP001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7421111,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,MANANDHAVADI,20 20,MILK KL,BILL TO BILL,07-10-2021,01-08-2025,WYSM8247/25,B2C,IRSHADKK,645,0,0,0,645,0,645,0,645,,000FG MILK,CM 475,0,25,0,645,0,25.8,0,20 20000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7466129,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,KALPETTA,20 20 HOTEL,MILK KL,BILL TO BILL,07-10-2021,01-08-2025,WYSK21309/25,B2C,JANIF  C.P,51.6,0,0,0,52,0,52,52,0,,000FG MILK,CM 475,0,2,0,51.6,0,25.8,0,20 20 HOTEL000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7428381,Tamil Nadu,TAMILNADU,ELANADU MILK TRICHY,VIRALIMALAI,20.20.MARKET,MILK TN,CASH PAYMENT,14-08-2024,01-08-2025,TRVR17089/25,B2C,K.ARUN KUMAR,105.17,2.63,2.63,0,110,0,110,110,0,Cash,001 FG CURD,TTIC 125,5,13,0,105.17,0,8.09,0,20.20.MARKET001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7420054,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KUZHALMANNAM,20/20 BAKERY,MILK KL,BILL TO BILL,07-10-2021,01-08-2025,ESKZ27602/25,B2C,ROBINRAJU,211.9,3.05,3.05,0,218,0,218,218,0,Cash,000FG MILK,CM150,0,10,0,90,0,9,0,20/20 BAKERY000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7420054,Kerala,MALAPPURAM ZONE,ELANADU MILK ELANADU(PKD),KUZHALMANNAM,20/20 BAKERY,MILK KL,BILL TO BILL,07-10-2021,01-08-2025,ESKZ27602/25,B2C,ROBINRAJU,211.9,3.05,3.05,0,218,0,218,218,0,Cash,001 FG CURD,PC400,5,5,0,121.9,0,24.38,0,20/20 BAKERY001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419866,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,200 CHELLEYYA STORE,MILK KL,CASH PAYMENT,26-07-2024,01-08-2025,NSKM24193/25,B2C,DHANOOP S S,140.5,3.51,3.51,0,148,0,148,148,0,Cash,001 FG CURD,PC475,5,5,0,140.5,0,28.1,0,200 CHELLEYYA STORE001 FG CURD,,,,YES,Not in Master,,,,,,
Sales,7419861,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,200 LALITHA TEASHOP,MILK KL,2 DAY CREDIT,10-10-2023,01-08-2025,NSKM24188/25,B2C,DHANOOP S S,278,0,0,0,278,0,278,278,0,Cash,000FG MILK,SM 900,0,5,0,278,0,55.6,0,200 LALITHA TEASHOP000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419859,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,200 SREEKRISHNA RESTAURANT MANJAILAKOM,MILK KL,CASH PAYMENT,08-10-2023,01-08-2025,NSKM24186/25,B2C,DHANOOP S S,556,0,0,0,556,0,556,556,0,Cash,000FG MILK,SM 900,0,10,0,556,0,55.6,0,200 SREEKRISHNA RESTAURANT MANJAILAKOM000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7419863,Kerala,TRIVANDRUM ZONE,ELANADU MILK NEYYATTINKARA,KARAKONAM,202 HOTEL ALONA,MILK KL,BILL TO BILL,26-11-2023,01-08-2025,NSKM24190/25,B2C,DHANOOP S S,278,0,0,0,278,0,278,278,0,Cash,000FG MILK,SM 900,0,5,0,278,0,55.6,0,202 HOTEL ALONA000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7430817,Kerala,TRIVANDRUM ZONE,ELANADU MILK ADOOR,THENMALA,23 THATTUKADA,MILK KL,CASH PAYMENT,18-12-2021,01-08-2025,ADSTA10790/25,B2C,SUBEESHSURENDRAN,129,0,0,0,129,0,129,129,0,Cash,000FG MILK,CM 475,0,5,0,129,0,25.8,0,23 THATTUKADA000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7428194,Kerala,TRIVANDRUM ZONE,ELANADU MILK  NEDUMANGADU,NEDUMANGADU TOWN,24,NORMAL,CASH PAYMENT,23-05-2025,01-08-2025,ENDNMTS3206/25,B2C,Kiran muthappan,309.6,0,0,0,310,0,310,310,0,,000FG MILK,CM 475,0,12,0,309.6,0,25.8,0,24000FG MILK,,,,YES,Not in Master,,,,,,
Sales,7421759,Kerala,CALICUT ZONE,ELANADU MILK  WAYANADU,vaduvanchal,24 CAFE.,NORMAL,CASH PAYMENT,26-04-2025,01-08-2025,WYSVD7281/25,B2C, NANTHAKUMAR  ,140.01,3.5,3.5,0,147,0,147,147,0,Cash,4FG AGRO,BATTER,5,3,0,140.01,0,46.67,0,24 CAFE.4FG AGRO,,,,NO,Not in Master,,,,,,
